index_0,sample,value
3,195,0.40208858387329993
0,196,0.6654282765283034
1,196,0.01957963781882599
2,196,0.2802192994776912
3,196,0.44059927503587415
0,197,0.2752663689970007
1,197,0.26413944192221606
2,197,0.021044278352055468
3,197,0.13612136222478644
0,198,0.8186235747099561
1,198,0.3773742927446495
2,198,0.002716943020007856
3,198,0.6357304077965014
0,199,0.6662630335882906
1,199,0.5002567457738605
2,199,0.8675571937913586
3,199,0.45925856770173
0,200,0.48539999854780125
1,200,0.48151836468294085
2,200,0.4951546616306747
3,200,0.16423333033167964
0,201,0.3957823003792698
1,201,0.23133842473030208
2,201,0.8068155284914431
3,201,0.3303422660317208
0,202,0.9889767767572061
1,202,0.49201909339737715
2,202,0.9893169682417775
3,202,0.5279714862053615
0,203,0.7217049007478266
1,203,0.16661787400466466
2,203,0.584753956085115
3,203,0.5098689396651854
0,204,0.8051309480096503
1,204,0.19875469495312914
2,204,0.10999562564699272
3,204,0.2038185783736718
0,205,0.23686929819406982
1,205,0.02643884264821028
2,205,0.8206011959720594
3,205,0.8199431375306125
0,206,0.8674502409652287
1,206,0.7245206208497709
2,206,0.4100621526628636
3,206,0.5864873287395097
0,207,0.5089717577747591
1,207,0.7091707945825063
2,207,0.9265197496634512
3,207,0.3430905045604583
0,208,0.8068262355033081
1,208,0.39965258868841036
2,208,0.20958636496212213
3,208,0.7915145196250527
0,209,0.6239927900295156
1,209,0.10224107376118763
2,209,0.9907044985079945
3,209,0.43874959696349625
0,210,0.5397693531976987
1,210,0.7769825415877376
2,210,0.01733677400706135
3,210,0.4713772000556449
0,211,0.7479047028350897
1,211,0.5652303931421081
2,211,0.07293442111860027
3,211,0.4776541696009363
0,212,0.4569735303662849
1,212,0.3540479161615475
2,212,0.28109641922042294
3,212,0.19435628099550217
0,213,0.5217244796300198
1,213,0.3674227576040394
2,213,0.2744079619814799
3,213,0.4472632688140715
0,214,0.5558076734994808
1,214,0.7867883666349613
2,214,0.03971606515212653
3,214,0.556836558703202
0,215,0.8784447083072101
1,215,0.41659637976325925
2,215,0.5172564586595252
3,215,0.9198928124165274
0,216,0.8978844983348655
1,216,0.7993660703555101
2,216,0.2850717255391938
3,216,0.5445970800646518
0,217,0.24674718794496903
1,217,0.8562178515025713
2,217,0.961800517327456
3,217,0.4539689710065229
0,218,0.5113719378966323
1,218,0.5915132610889373
2,218,0.3517320474135761
3,218,0.5289821154219865
0,219,0.38084918221917635
1,219,0.3581701179882388
2,219,0.8835955890394223
3,219,0.0037101858447055047
0,220,0.5034893305476961
1,220,0.01952491158101609
2,220,0.8914045791679047
3,220,0.7565455944363708
0,221,0.31837177934821914
1,221,0.9536300602604495
2,221,0.5727038836532377
3,221,0.20829102904082397
0,222,0.5797462062207056
1,222,0.11816184536393415
2,222,0.7664383624012907
3,222,0.9681059931864595
0,223,0.9587123960151271
1,223,0.4936649811260678
2,223,0.0650526690772022
3,223,0.22505266799660562
0,224,0.07143053188635073
1,224,0.22080463806406958
2,224,0.4160521009639979
3,224,0.4576523507501416
0,225,0.13642729659730118
1,225,0.8227832727980049
2,225,0.771013555005098
3,225,0.3319928642019923
0,226,0.4546373111628796
1,226,0.5283268375620431
2,226,0.976568569489167
3,226,0.07550940490268276
0,227,0.21378906505868442
